MeasureItem,DateUTC,DateShort,TimeFrom,TimeTo,CountryCode,Cov_ratio,Value,Value_ScaleTo100
Monthly Hourly Load Values,00:00.0,12/31/2015,23:00,0:00,RS,100,5726,5726
Monthly Hourly Load Values,00:00.0,1/1/2016,0:00,1:00,RS,100,5633,5633
Monthly Hourly Load Values,00:00.0,1/1/2016,1:00,2:00,RS,100,5352,5352
Monthly Hourly Load Values,00:00.0,1/1/2016,2:00,3:00,RS,100,5040,5040
Monthly Hourly Load Values,00:00.0,1/1/2016,3:00,4:00,RS,100,4703,4703
Monthly Hourly Load Values,00:00.0,1/1/2016,4:00,5:00,RS,100,4560,4560
Monthly Hourly Load Values,00:00.0,1/1/2016,5:00,6:00,RS,100,4494,4494
Monthly Hourly Load Values,00:00.0,1/1/2016,6:00,7:00,RS,100,4495,4495
Monthly Hourly Load Values,00:00.0,1/1/2016,7:00,8:00,RS,100,4674,4674
Monthly Hourly Load Values,00:00.0,1/1/2016,8:00,9:00,RS,100,4986,4986
Monthly Hourly Load Values,00:00.0,1/1/2016,9:00,10:00,RS,100,5165,5165
Monthly Hourly Load Values,00:00.0,1/1/2016,10:00,11:00,RS,100,5265,5265
Monthly Hourly Load Values,00:00.0,1/1/2016,11:00,12:00,RS,100,5254,5254
Monthly Hourly Load Values,00:00.0,1/1/2016,12:00,13:00,RS,100,5227,5227
Monthly Hourly Load Values,00:00.0,1/1/2016,13:00,14:00,RS,100,5175,5175
Monthly Hourly Load Values,00:00.0,1/1/2016,14:00,15:00,RS,100,5214,5214
Monthly Hourly Load Values,00:00.0,1/1/2016,15:00,16:00,RS,100,5649,5649
Monthly Hourly Load Values,00:00.0,1/1/2016,16:00,17:00,RS,100,5845,5845
Monthly Hourly Load Values,00:00.0,1/1/2016,17:00,18:00,RS,100,5830,5830
Monthly Hourly Load Values,00:00.0,1/1/2016,18:00,19:00,RS,100,5864,5864
Monthly Hourly Load Values,00:00.0,1/1/2016,19:00,20:00,RS,100,5742,5742
Monthly Hourly Load Values,00:00.0,1/1/2016,20:00,21:00,RS,100,5648,5648
Monthly Hourly Load Values,00:00.0,1/1/2016,21:00,22:00,RS,100,5647,5647
Monthly Hourly Load Values,00:00.0,1/1/2016,22:00,23:00,RS,100,5579,5579
Monthly Hourly Load Values,00:00.0,1/1/2016,23:00,0:00,RS,100,5583,5583
Monthly Hourly Load Values,00:00.0,1/2/2016,0:00,1:00,RS,100,5216,5216
Monthly Hourly Load Values,00:00.0,1/2/2016,1:00,2:00,RS,100,4857,4857
Monthly Hourly Load Values,00:00.0,1/2/2016,2:00,3:00,RS,100,4592,4592
Monthly Hourly Load Values,00:00.0,1/2/2016,3:00,4:00,RS,100,4460,4460
Monthly Hourly Load Values,00:00.0,1/2/2016,4:00,5:00,RS,100,4436,4436
Monthly Hourly Load Values,00:00.0,1/2/2016,5:00,6:00,RS,100,4546,4546
Monthly Hourly Load Values,00:00.0,1/2/2016,6:00,7:00,RS,100,4763,4763
Monthly Hourly Load Values,00:00.0,1/2/2016,7:00,8:00,RS,100,5038,5038
Monthly Hourly Load Values,00:00.0,1/2/2016,8:00,9:00,RS,100,5338,5338
Monthly Hourly Load Values,00:00.0,1/2/2016,9:00,10:00,RS,100,5500,5500
Monthly Hourly Load Values,00:00.0,1/2/2016,10:00,11:00,RS,100,5553,5553
Monthly Hourly Load Values,00:00.0,1/2/2016,11:00,12:00,RS,100,5591,5591
Monthly Hourly Load Values,00:00.0,1/2/2016,12:00,13:00,RS,100,5531,5531
Monthly Hourly Load Values,00:00.0,1/2/2016,13:00,14:00,RS,100,5419,5419
Monthly Hourly Load Values,00:00.0,1/2/2016,14:00,15:00,RS,100,5473,5473
Monthly Hourly Load Values,00:00.0,1/2/2016,15:00,16:00,RS,100,5839,5839
Monthly Hourly Load Values,00:00.0,1/2/2016,16:00,17:00,RS,100,5996,5996
Monthly Hourly Load Values,00:00.0,1/2/2016,17:00,18:00,RS,100,5906,5906
Monthly Hourly Load Values,00:00.0,1/2/2016,18:00,19:00,RS,100,5986,5986
Monthly Hourly Load Values,00:00.0,1/2/2016,19:00,20:00,RS,100,5901,5901
Monthly Hourly Load Values,00:00.0,1/2/2016,20:00,21:00,RS,100,5828,5828
Monthly Hourly Load Values,00:00.0,1/2/2016,21:00,22:00,RS,100,5790,5790
Monthly Hourly Load Values,00:00.0,1/2/2016,22:00,23:00,RS,100,5584,5584
Monthly Hourly Load Values,00:00.0,1/2/2016,23:00,0:00,RS,100,5702,5702
Monthly Hourly Load Values,00:00.0,1/3/2016,0:00,1:00,RS,100,5321,5321
Monthly Hourly Load Values,00:00.0,1/3/2016,1:00,2:00,RS,100,4947,4947
Monthly Hourly Load Values,00:00.0,1/3/2016,2:00,3:00,RS,100,4719,4719
Monthly Hourly Load Values,00:00.0,1/3/2016,3:00,4:00,RS,100,4546,4546
Monthly Hourly Load Values,00:00.0,1/3/2016,4:00,5:00,RS,100,4520,4520
Monthly Hourly Load Values,00:00.0,1/3/2016,5:00,6:00,RS,100,4663,4663
Monthly Hourly Load Values,00:00.0,1/3/2016,6:00,7:00,RS,100,4803,4803
Monthly Hourly Load Values,00:00.0,1/3/2016,7:00,8:00,RS,100,5183,5183
Monthly Hourly Load Values,00:00.0,1/3/2016,8:00,9:00,RS,100,5536,5536
Monthly Hourly Load Values,00:00.0,1/3/2016,9:00,10:00,RS,100,5729,5729
Monthly Hourly Load Values,00:00.0,1/3/2016,10:00,11:00,RS,100,5792,5792
Monthly Hourly Load Values,00:00.0,1/3/2016,11:00,12:00,RS,100,5811,5811
Monthly Hourly Load Values,00:00.0,1/3/2016,12:00,13:00,RS,100,5766,5766
Monthly Hourly Load Values,00:00.0,1/3/2016,13:00,14:00,RS,100,5677,5677
Monthly Hourly Load Values,00:00.0,1/3/2016,14:00,15:00,RS,100,5701,5701
Monthly Hourly Load Values,00:00.0,1/3/2016,15:00,16:00,RS,100,6019,6019
Monthly Hourly Load Values,00:00.0,1/3/2016,16:00,17:00,RS,100,6226,6226
Monthly Hourly Load Values,00:00.0,1/3/2016,17:00,18:00,RS,100,6243,6243
Monthly Hourly Load Values,00:00.0,1/3/2016,18:00,19:00,RS,100,6291,6291
Monthly Hourly Load Values,00:00.0,1/3/2016,19:00,20:00,RS,100,6172,6172
Monthly Hourly Load Values,00:00.0,1/3/2016,20:00,21:00,RS,100,6149,6149
Monthly Hourly Load Values,00:00.0,1/3/2016,21:00,22:00,RS,100,6174,6174
Monthly Hourly Load Values,00:00.0,1/3/2016,22:00,23:00,RS,100,6056,6056
Monthly Hourly Load Values,00:00.0,1/3/2016,23:00,0:00,RS,100,5903,5903
Monthly Hourly Load Values,00:00.0,1/4/2016,0:00,1:00,RS,100,5470,5470
Monthly Hourly Load Values,00:00.0,1/4/2016,1:00,2:00,RS,100,5147,5147
Monthly Hourly Load Values,00:00.0,1/4/2016,2:00,3:00,RS,100,4881,4881
Monthly Hourly Load Values,00:00.0,1/4/2016,3:00,4:00,RS,100,4765,4765
Monthly Hourly Load Values,00:00.0,1/4/2016,4:00,5:00,RS,100,4851,4851
Monthly Hourly Load Values,00:00.0,1/4/2016,5:00,6:00,RS,100,5233,5233
Monthly Hourly Load Values,00:00.0,1/4/2016,6:00,7:00,RS,100,5524,5524
Monthly Hourly Load Values,00:00.0,1/4/2016,7:00,8:00,RS,100,5873,5873
Monthly Hourly Load Values,00:00.0,1/4/2016,8:00,9:00,RS,100,6224,6224
Monthly Hourly Load Values,00:00.0,1/4/2016,9:00,10:00,RS,100,6374,6374
Monthly Hourly Load Values,00:00.0,1/4/2016,10:00,11:00,RS,100,6311,6311
Monthly Hourly Load Values,00:00.0,1/4/2016,11:00,12:00,RS,100,6350,6350
Monthly Hourly Load Values,00:00.0,1/4/2016,12:00,13:00,RS,100,6283,6283
Monthly Hourly Load Values,00:00.0,1/4/2016,13:00,14:00,RS,100,6211,6211
Monthly Hourly Load Values,00:00.0,1/4/2016,14:00,15:00,RS,100,6196,6196
Monthly Hourly Load Values,00:00.0,1/4/2016,15:00,16:00,RS,100,6598,6598
Monthly Hourly Load Values,00:00.0,1/4/2016,16:00,17:00,RS,100,6828,6828
Monthly Hourly Load Values,00:00.0,1/4/2016,17:00,18:00,RS,100,6814,6814
Monthly Hourly Load Values,00:00.0,1/4/2016,18:00,19:00,RS,100,6774,6774
Monthly Hourly Load Values,00:00.0,1/4/2016,19:00,20:00,RS,100,6627,6627
Monthly Hourly Load Values,00:00.0,1/4/2016,20:00,21:00,RS,100,6477,6477
Monthly Hourly Load Values,00:00.0,1/4/2016,21:00,22:00,RS,100,6452,6452
Monthly Hourly Load Values,00:00.0,1/4/2016,22:00,23:00,RS,100,6303,6303
Monthly Hourly Load Values,00:00.0,1/4/2016,23:00,0:00,RS,100,6018,6018
Monthly Hourly Load Values,00:00.0,1/5/2016,0:00,1:00,RS,100,5442,5442
Monthly Hourly Load Values,00:00.0,1/5/2016,1:00,2:00,RS,100,5073,5073
Monthly Hourly Load Values,00:00.0,1/5/2016,2:00,3:00,RS,100,4857,4857
Monthly Hourly Load Values,00:00.0,1/5/2016,3:00,4:00,RS,100,4800,4800
Monthly Hourly Load Values,00:00.0,1/5/2016,4:00,5:00,RS,100,4818,4818
Monthly Hourly Load Values,00:00.0,1/5/2016,5:00,6:00,RS,100,5172,5172
Monthly Hourly Load Values,00:00.0,1/5/2016,6:00,7:00,RS,100,5526,5526
Monthly Hourly Load Values,00:00.0,1/5/2016,7:00,8:00,RS,100,5772,5772
Monthly Hourly Load Values,00:00.0,1/5/2016,8:00,9:00,RS,100,6035,6035
Monthly Hourly Load Values,00:00.0,1/5/2016,9:00,10:00,RS,100,5980,5980
Monthly Hourly Load Values,00:00.0,1/5/2016,10:00,11:00,RS,100,5896,5896
Monthly Hourly Load Values,00:00.0,1/5/2016,11:00,12:00,RS,100,5927,5927
Monthly Hourly Load Values,00:00.0,1/5/2016,12:00,13:00,RS,100,5981,5981
Monthly Hourly Load Values,00:00.0,1/5/2016,13:00,14:00,RS,100,5908,5908
Monthly Hourly Load Values,00:00.0,1/5/2016,14:00,15:00,RS,100,5910,5910
Monthly Hourly Load Values,00:00.0,1/5/2016,15:00,16:00,RS,100,6414,6414
Monthly Hourly Load Values,00:00.0,1/5/2016,16:00,17:00,RS,100,6631,6631
Monthly Hourly Load Values,00:00.0,1/5/2016,17:00,18:00,RS,100,6704,6704
Monthly Hourly Load Values,00:00.0,1/5/2016,18:00,19:00,RS,100,6660,6660
Monthly Hourly Load Values,00:00.0,1/5/2016,19:00,20:00,RS,100,6567,6567
Monthly Hourly Load Values,00:00.0,1/5/2016,20:00,21:00,RS,100,6484,6484
Monthly Hourly Load Values,00:00.0,1/5/2016,21:00,22:00,RS,100,6410,6410
Monthly Hourly Load Values,00:00.0,1/5/2016,22:00,23:00,RS,100,6226,6226
Monthly Hourly Load Values,00:00.0,1/5/2016,23:00,0:00,RS,100,5901,5901
Monthly Hourly Load Values,00:00.0,1/6/2016,0:00,1:00,RS,100,5403,5403
Monthly Hourly Load Values,00:00.0,1/6/2016,1:00,2:00,RS,100,5064,5064
Monthly Hourly Load Values,00:00.0,1/6/2016,2:00,3:00,RS,100,4757,4757
Monthly Hourly Load Values,00:00.0,1/6/2016,3:00,4:00,RS,100,4698,4698
Monthly Hourly Load Values,00:00.0,1/6/2016,4:00,5:00,RS,100,4781,4781
Monthly Hourly Load Values,00:00.0,1/6/2016,5:00,6:00,RS,100,5155,5155
Monthly Hourly Load Values,00:00.0,1/6/2016,6:00,7:00,RS,100,5540,5540
Monthly Hourly Load Values,00:00.0,1/6/2016,7:00,8:00,RS,100,5950,5950
Monthly Hourly Load Values,00:00.0,1/6/2016,8:00,9:00,RS,100,6141,6141
Monthly Hourly Load Values,00:00.0,1/6/2016,9:00,10:00,RS,100,6267,6267
Monthly Hourly Load Values,00:00.0,1/6/2016,10:00,11:00,RS,100,6192,6192
Monthly Hourly Load Values,00:00.0,1/6/2016,11:00,12:00,RS,100,6128,6128
Monthly Hourly Load Values,00:00.0,1/6/2016,12:00,13:00,RS,100,6136,6136
Monthly Hourly Load Values,00:00.0,1/6/2016,13:00,14:00,RS,100,6069,6069
Monthly Hourly Load Values,00:00.0,1/6/2016,14:00,15:00,RS,100,6119,6119
Monthly Hourly Load Values,00:00.0,1/6/2016,15:00,16:00,RS,100,6470,6470
Monthly Hourly Load Values,00:00.0,1/6/2016,16:00,17:00,RS,100,6490,6490
Monthly Hourly Load Values,00:00.0,1/6/2016,17:00,18:00,RS,100,6357,6357
Monthly Hourly Load Values,00:00.0,1/6/2016,18:00,19:00,RS,100,6216,6216
Monthly Hourly Load Values,00:00.0,1/6/2016,19:00,20:00,RS,100,6071,6071
Monthly Hourly Load Values,00:00.0,1/6/2016,20:00,21:00,RS,100,5946,5946
Monthly Hourly Load Values,00:00.0,1/6/2016,21:00,22:00,RS,100,5916,5916
Monthly Hourly Load Values,00:00.0,1/6/2016,22:00,23:00,RS,100,5814,5814
Monthly Hourly Load Values,00:00.0,1/6/2016,23:00,0:00,RS,100,5521,5521
Monthly Hourly Load Values,00:00.0,1/7/2016,0:00,1:00,RS,100,5130,5130
Monthly Hourly Load Values,00:00.0,1/7/2016,1:00,2:00,RS,100,4761,4761
Monthly Hourly Load Values,00:00.0,1/7/2016,2:00,3:00,RS,100,4535,4535
Monthly Hourly Load Values,00:00.0,1/7/2016,3:00,4:00,RS,100,4411,4411
Monthly Hourly Load Values,00:00.0,1/7/2016,4:00,5:00,RS,100,4456,4456
Monthly Hourly Load Values,00:00.0,1/7/2016,5:00,6:00,RS,100,4668,4668
Monthly Hourly Load Values,00:00.0,1/7/2016,6:00,7:00,RS,100,4984,4984
Monthly Hourly Load Values,00:00.0,1/7/2016,7:00,8:00,RS,100,5394,5394
Monthly Hourly Load Values,00:00.0,1/7/2016,8:00,9:00,RS,100,5827,5827
Monthly Hourly Load Values,00:00.0,1/7/2016,9:00,10:00,RS,100,5654,5654
Monthly Hourly Load Values,00:00.0,1/7/2016,10:00,11:00,RS,100,5658,5658
Monthly Hourly Load Values,00:00.0,1/7/2016,11:00,12:00,RS,100,5549,5549
Monthly Hourly Load Values,00:00.0,1/7/2016,12:00,13:00,RS,100,5264,5264
Monthly Hourly Load Values,00:00.0,1/7/2016,13:00,14:00,RS,100,5045,5045
Monthly Hourly Load Values,00:00.0,1/7/2016,14:00,15:00,RS,100,4994,4994
Monthly Hourly Load Values,00:00.0,1/7/2016,15:00,16:00,RS,100,5317,5317
Monthly Hourly Load Values,00:00.0,1/7/2016,16:00,17:00,RS,100,5581,5581
Monthly Hourly Load Values,00:00.0,1/7/2016,17:00,18:00,RS,100,5639,5639
Monthly Hourly Load Values,00:00.0,1/7/2016,18:00,19:00,RS,100,5653,5653
Monthly Hourly Load Values,00:00.0,1/7/2016,19:00,20:00,RS,100,5635,5635
Monthly Hourly Load Values,00:00.0,1/7/2016,20:00,21:00,RS,100,5626,5626
Monthly Hourly Load Values,00:00.0,1/7/2016,21:00,22:00,RS,100,5624,5624
Monthly Hourly Load Values,00:00.0,1/7/2016,22:00,23:00,RS,100,5546,5546
Monthly Hourly Load Values,00:00.0,1/7/2016,23:00,0:00,RS,100,5445,5445
Monthly Hourly Load Values,00:00.0,1/8/2016,0:00,1:00,RS,100,5016,5016
Monthly Hourly Load Values,00:00.0,1/8/2016,1:00,2:00,RS,100,4690,4690
Monthly Hourly Load Values,00:00.0,1/8/2016,2:00,3:00,RS,100,4552,4552
Monthly Hourly Load Values,00:00.0,1/8/2016,3:00,4:00,RS,100,4382,4382
Monthly Hourly Load Values,00:00.0,1/8/2016,4:00,5:00,RS,100,4425,4425
Monthly Hourly Load Values,00:00.0,1/8/2016,5:00,6:00,RS,100,4774,4774
Monthly Hourly Load Values,00:00.0,1/8/2016,6:00,7:00,RS,100,5189,5189
Monthly Hourly Load Values,00:00.0,1/8/2016,7:00,8:00,RS,100,5504,5504
Monthly Hourly Load Values,00:00.0,1/8/2016,8:00,9:00,RS,100,5699,5699
Monthly Hourly Load Values,00:00.0,1/8/2016,9:00,10:00,RS,100,5620,5620
Monthly Hourly Load Values,00:00.0,1/8/2016,10:00,11:00,RS,100,5574,5574
Monthly Hourly Load Values,00:00.0,1/8/2016,11:00,12:00,RS,100,5372,5372
Monthly Hourly Load Values,00:00.0,1/8/2016,12:00,13:00,RS,100,5282,5282
Monthly Hourly Load Values,00:00.0,1/8/2016,13:00,14:00,RS,100,5235,5235
Monthly Hourly Load Values,00:00.0,1/8/2016,14:00,15:00,RS,100,5270,5270
Monthly Hourly Load Values,00:00.0,1/8/2016,15:00,16:00,RS,100,5702,5702
Monthly Hourly Load Values,00:00.0,1/8/2016,16:00,17:00,RS,100,6051,6051
Monthly Hourly Load Values,00:00.0,1/8/2016,17:00,18:00,RS,100,6055,6055
Monthly Hourly Load Values,00:00.0,1/8/2016,18:00,19:00,RS,100,6048,6048
Monthly Hourly Load Values,00:00.0,1/8/2016,19:00,20:00,RS,100,5898,5898
Monthly Hourly Load Values,00:00.0,1/8/2016,20:00,21:00,RS,100,5777,5777
Monthly Hourly Load Values,00:00.0,1/8/2016,21:00,22:00,RS,100,5736,5736
Monthly Hourly Load Values,00:00.0,1/8/2016,22:00,23:00,RS,100,5606,5606
Monthly Hourly Load Values,00:00.0,1/8/2016,23:00,0:00,RS,100,5476,5476
Monthly Hourly Load Values,00:00.0,1/9/2016,0:00,1:00,RS,100,5085,5085
Monthly Hourly Load Values,00:00.0,1/9/2016,1:00,2:00,RS,100,4703,4703
Monthly Hourly Load Values,00:00.0,1/9/2016,2:00,3:00,RS,100,4463,4463
Monthly Hourly Load Values,00:00.0,1/9/2016,3:00,4:00,RS,100,4376,4376
Monthly Hourly Load Values,00:00.0,1/9/2016,4:00,5:00,RS,100,4298,4298
Monthly Hourly Load Values,00:00.0,1/9/2016,5:00,6:00,RS,100,4470,4470
Monthly Hourly Load Values,00:00.0,1/9/2016,6:00,7:00,RS,100,4760,4760
Monthly Hourly Load Values,00:00.0,1/9/2016,7:00,8:00,RS,100,5123,5123
Monthly Hourly Load Values,00:00.0,1/9/2016,8:00,9:00,RS,100,5369,5369
Monthly Hourly Load Values,00:00.0,1/9/2016,9:00,10:00,RS,100,5435,5435
Monthly Hourly Load Values,00:00.0,1/9/2016,10:00,11:00,RS,100,5462,5462
Monthly Hourly Load Values,00:00.0,1/9/2016,11:00,12:00,RS,100,5342,5342
Monthly Hourly Load Values,00:00.0,1/9/2016,12:00,13:00,RS,100,5245,5245
Monthly Hourly Load Values,00:00.0,1/9/2016,13:00,14:00,RS,100,5123,5123
Monthly Hourly Load Values,00:00.0,1/9/2016,14:00,15:00,RS,100,5105,5105
Monthly Hourly Load Values,00:00.0,1/9/2016,15:00,16:00,RS,100,5475,5475
Monthly Hourly Load Values,00:00.0,1/9/2016,16:00,17:00,RS,100,5745,5745
Monthly Hourly Load Values,00:00.0,1/9/2016,17:00,18:00,RS,100,5742,5742
Monthly Hourly Load Values,00:00.0,1/9/2016,18:00,19:00,RS,100,5703,5703
Monthly Hourly Load Values,00:00.0,1/9/2016,19:00,20:00,RS,100,5607,5607
Monthly Hourly Load Values,00:00.0,1/9/2016,20:00,21:00,RS,100,5475,5475
Monthly Hourly Load Values,00:00.0,1/9/2016,21:00,22:00,RS,100,5445,5445
Monthly Hourly Load Values,00:00.0,1/9/2016,22:00,23:00,RS,100,5330,5330
Monthly Hourly Load Values,00:00.0,1/9/2016,23:00,0:00,RS,100,5264,5264
Monthly Hourly Load Values,00:00.0,1/10/2016,0:00,1:00,RS,100,4945,4945
Monthly Hourly Load Values,00:00.0,1/10/2016,1:00,2:00,RS,100,4531,4531
Monthly Hourly Load Values,00:00.0,1/10/2016,2:00,3:00,RS,100,4300,4300
Monthly Hourly Load Values,00:00.0,1/10/2016,3:00,4:00,RS,100,4172,4172
Monthly Hourly Load Values,00:00.0,1/10/2016,4:00,5:00,RS,100,4084,4084
Monthly Hourly Load Values,00:00.0,1/10/2016,5:00,6:00,RS,100,4168,4168
Monthly Hourly Load Values,00:00.0,1/10/2016,6:00,7:00,RS,100,4368,4368
Monthly Hourly Load Values,00:00.0,1/10/2016,7:00,8:00,RS,100,4754,4754
Monthly Hourly Load Values,00:00.0,1/10/2016,8:00,9:00,RS,100,5127,5127
Monthly Hourly Load Values,00:00.0,1/10/2016,9:00,10:00,RS,100,5332,5332
Monthly Hourly Load Values,00:00.0,1/10/2016,10:00,11:00,RS,100,5411,5411
Monthly Hourly Load Values,00:00.0,1/10/2016,11:00,12:00,RS,100,5406,5406
Monthly Hourly Load Values,00:00.0,1/10/2016,12:00,13:00,RS,100,5299,5299
Monthly Hourly Load Values,00:00.0,1/10/2016,13:00,14:00,RS,100,5149,5149
Monthly Hourly Load Values,00:00.0,1/10/2016,14:00,15:00,RS,100,5121,5121
Monthly Hourly Load Values,00:00.0,1/10/2016,15:00,16:00,RS,100,5392,5392
Monthly Hourly Load Values,00:00.0,1/10/2016,16:00,17:00,RS,100,5728,5728
Monthly Hourly Load Values,00:00.0,1/10/2016,17:00,18:00,RS,100,5728,5728
Monthly Hourly Load Values,00:00.0,1/10/2016,18:00,19:00,RS,100,5751,5751
Monthly Hourly Load Values,00:00.0,1/10/2016,19:00,20:00,RS,100,5715,5715
Monthly Hourly Load Values,00:00.0,1/10/2016,20:00,21:00,RS,100,5605,5605
Monthly Hourly Load Values,00:00.0,1/10/2016,21:00,22:00,RS,100,5540,5540
Monthly Hourly Load Values,00:00.0,1/10/2016,22:00,23:00,RS,100,5462,5462
Monthly Hourly Load Values,00:00.0,1/10/2016,23:00,0:00,RS,100,5224,5224
Monthly Hourly Load Values,00:00.0,1/11/2016,0:00,1:00,RS,100,4770,4770
Monthly Hourly Load Values,00:00.0,1/11/2016,1:00,2:00,RS,100,4384,4384
Monthly Hourly Load Values,00:00.0,1/11/2016,2:00,3:00,RS,100,4148,4148
Monthly Hourly Load Values,00:00.0,1/11/2016,3:00,4:00,RS,100,4070,4070
Monthly Hourly Load Values,00:00.0,1/11/2016,4:00,5:00,RS,100,4205,4205
Monthly Hourly Load Values,00:00.0,1/11/2016,5:00,6:00,RS,100,4697,4697
Monthly Hourly Load Values,00:00.0,1/11/2016,6:00,7:00,RS,100,5163,5163
Monthly Hourly Load Values,00:00.0,1/11/2016,7:00,8:00,RS,100,5448,5448
Monthly Hourly Load Values,00:00.0,1/11/2016,8:00,9:00,RS,100,5527,5527
Monthly Hourly Load Values,00:00.0,1/11/2016,9:00,10:00,RS,100,5418,5418
Monthly Hourly Load Values,00:00.0,1/11/2016,10:00,11:00,RS,100,5327,5327
Monthly Hourly Load Values,00:00.0,1/11/2016,11:00,12:00,RS,100,5180,5180
Monthly Hourly Load Values,00:00.0,1/11/2016,12:00,13:00,RS,100,5112,5112
Monthly Hourly Load Values,00:00.0,1/11/2016,13:00,14:00,RS,100,5060,5060
Monthly Hourly Load Values,00:00.0,1/11/2016,14:00,15:00,RS,100,5104,5104
Monthly Hourly Load Values,00:00.0,1/11/2016,15:00,16:00,RS,100,5486,5486
Monthly Hourly Load Values,00:00.0,1/11/2016,16:00,17:00,RS,100,5799,5799
Monthly Hourly Load Values,00:00.0,1/11/2016,17:00,18:00,RS,100,5786,5786
Monthly Hourly Load Values,00:00.0,1/11/2016,18:00,19:00,RS,100,5734,5734
Monthly Hourly Load Values,00:00.0,1/11/2016,19:00,20:00,RS,100,5537,5537
Monthly Hourly Load Values,00:00.0,1/11/2016,20:00,21:00,RS,100,5409,5409
Monthly Hourly Load Values,00:00.0,1/11/2016,21:00,22:00,RS,100,5344,5344
Monthly Hourly Load Values,00:00.0,1/11/2016,22:00,23:00,RS,100,5165,5165
Monthly Hourly Load Values,00:00.0,1/11/2016,23:00,0:00,RS,100,4972,4972
Monthly Hourly Load Values,00:00.0,1/12/2016,0:00,1:00,RS,100,4459,4459
Monthly Hourly Load Values,00:00.0,1/12/2016,1:00,2:00,RS,100,4105,4105
Monthly Hourly Load Values,00:00.0,1/12/2016,2:00,3:00,RS,100,3812,3812
Monthly Hourly Load Values,00:00.0,1/12/2016,3:00,4:00,RS,100,3827,3827
Monthly Hourly Load Values,00:00.0,1/12/2016,4:00,5:00,RS,100,3882,3882
Monthly Hourly Load Values,00:00.0,1/12/2016,5:00,6:00,RS,100,4367,4367
Monthly Hourly Load Values,00:00.0,1/12/2016,6:00,7:00,RS,100,4808,4808
Monthly Hourly Load Values,00:00.0,1/12/2016,7:00,8:00,RS,100,5018,5018
Monthly Hourly Load Values,00:00.0,1/12/2016,8:00,9:00,RS,100,5115,5115
Monthly Hourly Load Values,00:00.0,1/12/2016,9:00,10:00,RS,100,5110,5110
Monthly Hourly Load Values,00:00.0,1/12/2016,10:00,11:00,RS,100,5100,5100
Monthly Hourly Load Values,00:00.0,1/12/2016,11:00,12:00,RS,100,5021,5021
Monthly Hourly Load Values,00:00.0,1/12/2016,12:00,13:00,RS,100,4942,4942
Monthly Hourly Load Values,00:00.0,1/12/2016,13:00,14:00,RS,100,4867,4867
Monthly Hourly Load Values,00:00.0,1/12/2016,14:00,15:00,RS,100,4926,4926
Monthly Hourly Load Values,00:00.0,1/12/2016,15:00,16:00,RS,100,5364,5364
Monthly Hourly Load Values,00:00.0,1/12/2016,16:00,17:00,RS,100,5760,5760
Monthly Hourly Load Values,00:00.0,1/12/2016,17:00,18:00,RS,100,5803,5803
Monthly Hourly Load Values,00:00.0,1/12/2016,18:00,19:00,RS,100,5784,5784
Monthly Hourly Load Values,00:00.0,1/12/2016,19:00,20:00,RS,100,5704,5704
Monthly Hourly Load Values,00:00.0,1/12/2016,20:00,21:00,RS,100,5620,5620
Monthly Hourly Load Values,00:00.0,1/12/2016,21:00,22:00,RS,100,5565,5565
Monthly Hourly Load Values,00:00.0,1/12/2016,22:00,23:00,RS,100,5378,5378
Monthly Hourly Load Values,00:00.0,1/12/2016,23:00,0:00,RS,100,5121,5121
Monthly Hourly Load Values,00:00.0,1/13/2016,0:00,1:00,RS,100,4683,4683
Monthly Hourly Load Values,00:00.0,1/13/2016,1:00,2:00,RS,100,4348,4348
Monthly Hourly Load Values,00:00.0,1/13/2016,2:00,3:00,RS,100,4151,4151
Monthly Hourly Load Values,00:00.0,1/13/2016,3:00,4:00,RS,100,4101,4101
Monthly Hourly Load Values,00:00.0,1/13/2016,4:00,5:00,RS,100,4161,4161
Monthly Hourly Load Values,00:00.0,1/13/2016,5:00,6:00,RS,100,4713,4713
Monthly Hourly Load Values,00:00.0,1/13/2016,6:00,7:00,RS,100,5155,5155
Monthly Hourly Load Values,00:00.0,1/13/2016,7:00,8:00,RS,100,5392,5392
Monthly Hourly Load Values,00:00.0,1/13/2016,8:00,9:00,RS,100,5476,5476
Monthly Hourly Load Values,00:00.0,1/13/2016,9:00,10:00,RS,100,5421,5421
Monthly Hourly Load Values,00:00.0,1/13/2016,10:00,11:00,RS,100,5441,5441
Monthly Hourly Load Values,00:00.0,1/13/2016,11:00,12:00,RS,100,5348,5348
Monthly Hourly Load Values,00:00.0,1/13/2016,12:00,13:00,RS,100,5385,5385
Monthly Hourly Load Values,00:00.0,1/13/2016,13:00,14:00,RS,100,5348,5348
Monthly Hourly Load Values,00:00.0,1/13/2016,14:00,15:00,RS,100,5289,5289
Monthly Hourly Load Values,00:00.0,1/13/2016,15:00,16:00,RS,100,5658,5658
Monthly Hourly Load Values,00:00.0,1/13/2016,16:00,17:00,RS,100,6039,6039
Monthly Hourly Load Values,00:00.0,1/13/2016,17:00,18:00,RS,100,6106,6106
Monthly Hourly Load Values,00:00.0,1/13/2016,18:00,19:00,RS,100,6154,6154
Monthly Hourly Load Values,00:00.0,1/13/2016,19:00,20:00,RS,100,5971,5971
