MeasureItem,DateUTC,DateShort,TimeFrom,TimeTo,CountryCode,Cov_ratio,Value,Value_ScaleTo100
Monthly Hourly Load Values,00:00.0,7/23/2017,16:00,17:00,RS,100,4192,4192
Monthly Hourly Load Values,00:00.0,7/23/2017,17:00,18:00,RS,100,4173,4173
Monthly Hourly Load Values,00:00.0,7/23/2017,18:00,19:00,RS,100,4409,4409
Monthly Hourly Load Values,00:00.0,7/23/2017,19:00,20:00,RS,100,4589,4589
Monthly Hourly Load Values,00:00.0,7/23/2017,20:00,21:00,RS,100,4464,4464
Monthly Hourly Load Values,00:00.0,7/23/2017,21:00,22:00,RS,100,4170,4170
Monthly Hourly Load Values,00:00.0,7/23/2017,22:00,23:00,RS,100,3815,3815
Monthly Hourly Load Values,00:00.0,7/23/2017,23:00,0:00,RS,100,3415,3415
Monthly Hourly Load Values,00:00.0,7/24/2017,0:00,1:00,RS,100,3160,3160
Monthly Hourly Load Values,00:00.0,7/24/2017,1:00,2:00,RS,100,3026,3026
Monthly Hourly Load Values,00:00.0,7/24/2017,2:00,3:00,RS,100,3035,3035
Monthly Hourly Load Values,00:00.0,7/24/2017,3:00,4:00,RS,100,3064,3064
Monthly Hourly Load Values,00:00.0,7/24/2017,4:00,5:00,RS,100,3358,3358
Monthly Hourly Load Values,00:00.0,7/24/2017,5:00,6:00,RS,100,3899,3899
Monthly Hourly Load Values,00:00.0,7/24/2017,6:00,7:00,RS,100,4273,4273
Monthly Hourly Load Values,00:00.0,7/24/2017,7:00,8:00,RS,100,4521,4521
Monthly Hourly Load Values,00:00.0,7/24/2017,8:00,9:00,RS,100,4701,4701
Monthly Hourly Load Values,00:00.0,7/24/2017,9:00,10:00,RS,100,4853,4853
Monthly Hourly Load Values,00:00.0,7/24/2017,10:00,11:00,RS,100,4949,4949
Monthly Hourly Load Values,00:00.0,7/24/2017,11:00,12:00,RS,100,4989,4989
Monthly Hourly Load Values,00:00.0,7/24/2017,12:00,13:00,RS,100,4973,4973
Monthly Hourly Load Values,00:00.0,7/24/2017,13:00,14:00,RS,100,4883,4883
Monthly Hourly Load Values,00:00.0,7/24/2017,14:00,15:00,RS,100,4801,4801
Monthly Hourly Load Values,00:00.0,7/24/2017,15:00,16:00,RS,100,4720,4720
Monthly Hourly Load Values,00:00.0,7/24/2017,16:00,17:00,RS,100,4638,4638
Monthly Hourly Load Values,00:00.0,7/24/2017,17:00,18:00,RS,100,4626,4626
Monthly Hourly Load Values,00:00.0,7/24/2017,18:00,19:00,RS,100,4800,4800
Monthly Hourly Load Values,00:00.0,7/24/2017,19:00,20:00,RS,100,4849,4849
Monthly Hourly Load Values,00:00.0,7/24/2017,20:00,21:00,RS,100,4472,4472
Monthly Hourly Load Values,00:00.0,7/24/2017,21:00,22:00,RS,100,4115,4115
Monthly Hourly Load Values,00:00.0,7/24/2017,22:00,23:00,RS,100,3720,3720
Monthly Hourly Load Values,00:00.0,7/24/2017,23:00,0:00,RS,100,3377,3377
Monthly Hourly Load Values,00:00.0,7/25/2017,0:00,1:00,RS,100,3109,3109
Monthly Hourly Load Values,00:00.0,7/25/2017,1:00,2:00,RS,100,3008,3008
Monthly Hourly Load Values,00:00.0,7/25/2017,2:00,3:00,RS,100,2976,2976
Monthly Hourly Load Values,00:00.0,7/25/2017,3:00,4:00,RS,100,2998,2998
Monthly Hourly Load Values,00:00.0,7/25/2017,4:00,5:00,RS,100,3319,3319
Monthly Hourly Load Values,00:00.0,7/25/2017,5:00,6:00,RS,100,3705,3705
Monthly Hourly Load Values,00:00.0,7/25/2017,6:00,7:00,RS,100,3904,3904
Monthly Hourly Load Values,00:00.0,7/25/2017,7:00,8:00,RS,100,4059,4059
Monthly Hourly Load Values,00:00.0,7/25/2017,8:00,9:00,RS,100,4155,4155
Monthly Hourly Load Values,00:00.0,7/25/2017,9:00,10:00,RS,100,4247,4247
Monthly Hourly Load Values,00:00.0,7/25/2017,10:00,11:00,RS,100,4262,4262
Monthly Hourly Load Values,00:00.0,7/25/2017,11:00,12:00,RS,100,4259,4259
Monthly Hourly Load Values,00:00.0,7/25/2017,12:00,13:00,RS,100,4174,4174
Monthly Hourly Load Values,00:00.0,7/25/2017,13:00,14:00,RS,100,4098,4098
Monthly Hourly Load Values,00:00.0,7/25/2017,14:00,15:00,RS,100,4040,4040
Monthly Hourly Load Values,00:00.0,7/25/2017,15:00,16:00,RS,100,4002,4002
Monthly Hourly Load Values,00:00.0,7/25/2017,16:00,17:00,RS,100,3966,3966
Monthly Hourly Load Values,00:00.0,7/25/2017,17:00,18:00,RS,100,4034,4034
Monthly Hourly Load Values,00:00.0,7/25/2017,18:00,19:00,RS,100,4321,4321
Monthly Hourly Load Values,00:00.0,7/25/2017,19:00,20:00,RS,100,4422,4422
Monthly Hourly Load Values,00:00.0,7/25/2017,20:00,21:00,RS,100,4190,4190
Monthly Hourly Load Values,00:00.0,7/25/2017,21:00,22:00,RS,100,3923,3923
Monthly Hourly Load Values,00:00.0,7/25/2017,22:00,23:00,RS,100,3541,3541
Monthly Hourly Load Values,00:00.0,7/25/2017,23:00,0:00,RS,100,3175,3175
Monthly Hourly Load Values,00:00.0,7/26/2017,0:00,1:00,RS,100,2966,2966
Monthly Hourly Load Values,00:00.0,7/26/2017,1:00,2:00,RS,100,2848,2848
Monthly Hourly Load Values,00:00.0,7/26/2017,2:00,3:00,RS,100,2859,2859
Monthly Hourly Load Values,00:00.0,7/26/2017,3:00,4:00,RS,100,2884,2884
Monthly Hourly Load Values,00:00.0,7/26/2017,4:00,5:00,RS,100,3177,3177
Monthly Hourly Load Values,00:00.0,7/26/2017,5:00,6:00,RS,100,3565,3565
Monthly Hourly Load Values,00:00.0,7/26/2017,6:00,7:00,RS,100,3873,3873
Monthly Hourly Load Values,00:00.0,7/26/2017,7:00,8:00,RS,100,4025,4025
Monthly Hourly Load Values,00:00.0,7/26/2017,8:00,9:00,RS,100,4093,4093
Monthly Hourly Load Values,00:00.0,7/26/2017,9:00,10:00,RS,100,4170,4170
Monthly Hourly Load Values,00:00.0,7/26/2017,10:00,11:00,RS,100,4181,4181
Monthly Hourly Load Values,00:00.0,7/26/2017,11:00,12:00,RS,100,4142,4142
Monthly Hourly Load Values,00:00.0,7/26/2017,12:00,13:00,RS,100,4092,4092
Monthly Hourly Load Values,00:00.0,7/26/2017,13:00,14:00,RS,100,4020,4020
Monthly Hourly Load Values,00:00.0,7/26/2017,14:00,15:00,RS,100,3968,3968
Monthly Hourly Load Values,00:00.0,7/26/2017,15:00,16:00,RS,100,3924,3924
Monthly Hourly Load Values,00:00.0,7/26/2017,16:00,17:00,RS,100,3896,3896
Monthly Hourly Load Values,00:00.0,7/26/2017,17:00,18:00,RS,100,3944,3944
Monthly Hourly Load Values,00:00.0,7/26/2017,18:00,19:00,RS,100,4231,4231
Monthly Hourly Load Values,00:00.0,7/26/2017,19:00,20:00,RS,100,4366,4366
Monthly Hourly Load Values,00:00.0,7/26/2017,20:00,21:00,RS,100,4105,4105
Monthly Hourly Load Values,00:00.0,7/26/2017,21:00,22:00,RS,100,3868,3868
Monthly Hourly Load Values,00:00.0,7/26/2017,22:00,23:00,RS,100,3527,3527
Monthly Hourly Load Values,00:00.0,7/26/2017,23:00,0:00,RS,100,3208,3208
Monthly Hourly Load Values,00:00.0,7/27/2017,0:00,1:00,RS,100,2962,2962
Monthly Hourly Load Values,00:00.0,7/27/2017,1:00,2:00,RS,100,2841,2841
Monthly Hourly Load Values,00:00.0,7/27/2017,2:00,3:00,RS,100,2885,2885
Monthly Hourly Load Values,00:00.0,7/27/2017,3:00,4:00,RS,100,2925,2925
Monthly Hourly Load Values,00:00.0,7/27/2017,4:00,5:00,RS,100,3200,3200
Monthly Hourly Load Values,00:00.0,7/27/2017,5:00,6:00,RS,100,3649,3649
Monthly Hourly Load Values,00:00.0,7/27/2017,6:00,7:00,RS,100,3955,3955
Monthly Hourly Load Values,00:00.0,7/27/2017,7:00,8:00,RS,100,4112,4112
Monthly Hourly Load Values,00:00.0,7/27/2017,8:00,9:00,RS,100,4140,4140
Monthly Hourly Load Values,00:00.0,7/27/2017,9:00,10:00,RS,100,4209,4209
Monthly Hourly Load Values,00:00.0,7/27/2017,10:00,11:00,RS,100,4197,4197
Monthly Hourly Load Values,00:00.0,7/27/2017,11:00,12:00,RS,100,4156,4156
Monthly Hourly Load Values,00:00.0,7/27/2017,12:00,13:00,RS,100,4071,4071
Monthly Hourly Load Values,00:00.0,7/27/2017,13:00,14:00,RS,100,3990,3990
Monthly Hourly Load Values,00:00.0,7/27/2017,14:00,15:00,RS,100,3956,3956
Monthly Hourly Load Values,00:00.0,7/27/2017,15:00,16:00,RS,100,3904,3904
Monthly Hourly Load Values,00:00.0,7/27/2017,16:00,17:00,RS,100,3875,3875
Monthly Hourly Load Values,00:00.0,7/27/2017,17:00,18:00,RS,100,3960,3960
Monthly Hourly Load Values,00:00.0,7/27/2017,18:00,19:00,RS,100,4321,4321
Monthly Hourly Load Values,00:00.0,7/27/2017,19:00,20:00,RS,100,4395,4395
Monthly Hourly Load Values,00:00.0,7/27/2017,20:00,21:00,RS,100,4166,4166
Monthly Hourly Load Values,00:00.0,7/27/2017,21:00,22:00,RS,100,3898,3898
Monthly Hourly Load Values,00:00.0,7/27/2017,22:00,23:00,RS,100,3529,3529
Monthly Hourly Load Values,00:00.0,7/27/2017,23:00,0:00,RS,100,3167,3167
Monthly Hourly Load Values,00:00.0,7/28/2017,0:00,1:00,RS,100,2956,2956
Monthly Hourly Load Values,00:00.0,7/28/2017,1:00,2:00,RS,100,2898,2898
Monthly Hourly Load Values,00:00.0,7/28/2017,2:00,3:00,RS,100,2853,2853
Monthly Hourly Load Values,00:00.0,7/28/2017,3:00,4:00,RS,100,2846,2846
Monthly Hourly Load Values,00:00.0,7/28/2017,4:00,5:00,RS,100,3199,3199
Monthly Hourly Load Values,00:00.0,7/28/2017,5:00,6:00,RS,100,3646,3646
Monthly Hourly Load Values,00:00.0,7/28/2017,6:00,7:00,RS,100,4000,4000
Monthly Hourly Load Values,00:00.0,7/28/2017,7:00,8:00,RS,100,4117,4117
Monthly Hourly Load Values,00:00.0,7/28/2017,8:00,9:00,RS,100,4229,4229
Monthly Hourly Load Values,00:00.0,7/28/2017,9:00,10:00,RS,100,4183,4183
Monthly Hourly Load Values,00:00.0,7/28/2017,10:00,11:00,RS,100,4273,4273
Monthly Hourly Load Values,00:00.0,7/28/2017,11:00,12:00,RS,100,4240,4240
Monthly Hourly Load Values,00:00.0,7/28/2017,12:00,13:00,RS,100,4144,4144
Monthly Hourly Load Values,00:00.0,7/28/2017,13:00,14:00,RS,100,4076,4076
Monthly Hourly Load Values,00:00.0,7/28/2017,14:00,15:00,RS,100,4048,4048
Monthly Hourly Load Values,00:00.0,7/28/2017,15:00,16:00,RS,100,4019,4019
Monthly Hourly Load Values,00:00.0,7/28/2017,16:00,17:00,RS,100,4004,4004
Monthly Hourly Load Values,00:00.0,7/28/2017,17:00,18:00,RS,100,3993,3993
Monthly Hourly Load Values,00:00.0,7/28/2017,18:00,19:00,RS,100,4329,4329
Monthly Hourly Load Values,00:00.0,7/28/2017,19:00,20:00,RS,100,4471,4471
Monthly Hourly Load Values,00:00.0,7/28/2017,20:00,21:00,RS,100,4213,4213
Monthly Hourly Load Values,00:00.0,7/28/2017,21:00,22:00,RS,100,3953,3953
Monthly Hourly Load Values,00:00.0,7/28/2017,22:00,23:00,RS,100,3573,3573
Monthly Hourly Load Values,00:00.0,7/28/2017,23:00,0:00,RS,100,3219,3219
Monthly Hourly Load Values,00:00.0,7/29/2017,0:00,1:00,RS,100,3033,3033
Monthly Hourly Load Values,00:00.0,7/29/2017,1:00,2:00,RS,100,2916,2916
Monthly Hourly Load Values,00:00.0,7/29/2017,2:00,3:00,RS,100,2860,2860
Monthly Hourly Load Values,00:00.0,7/29/2017,3:00,4:00,RS,100,2881,2881
Monthly Hourly Load Values,00:00.0,7/29/2017,4:00,5:00,RS,100,3079,3079
Monthly Hourly Load Values,00:00.0,7/29/2017,5:00,6:00,RS,100,3492,3492
Monthly Hourly Load Values,00:00.0,7/29/2017,6:00,7:00,RS,100,3860,3860
Monthly Hourly Load Values,00:00.0,7/29/2017,7:00,8:00,RS,100,4095,4095
Monthly Hourly Load Values,00:00.0,7/29/2017,8:00,9:00,RS,100,4134,4134
Monthly Hourly Load Values,00:00.0,7/29/2017,9:00,10:00,RS,100,4235,4235
Monthly Hourly Load Values,00:00.0,7/29/2017,10:00,11:00,RS,100,4248,4248
Monthly Hourly Load Values,00:00.0,7/29/2017,11:00,12:00,RS,100,4196,4196
Monthly Hourly Load Values,00:00.0,7/29/2017,12:00,13:00,RS,100,4138,4138
Monthly Hourly Load Values,00:00.0,7/29/2017,13:00,14:00,RS,100,4082,4082
Monthly Hourly Load Values,00:00.0,7/29/2017,14:00,15:00,RS,100,4013,4013
Monthly Hourly Load Values,00:00.0,7/29/2017,15:00,16:00,RS,100,3953,3953
Monthly Hourly Load Values,00:00.0,7/29/2017,16:00,17:00,RS,100,3915,3915
Monthly Hourly Load Values,00:00.0,7/29/2017,17:00,18:00,RS,100,3978,3978
Monthly Hourly Load Values,00:00.0,7/29/2017,18:00,19:00,RS,100,4231,4231
Monthly Hourly Load Values,00:00.0,7/29/2017,19:00,20:00,RS,100,4428,4428
Monthly Hourly Load Values,00:00.0,7/29/2017,20:00,21:00,RS,100,4214,4214
Monthly Hourly Load Values,00:00.0,7/29/2017,21:00,22:00,RS,100,3920,3920
Monthly Hourly Load Values,00:00.0,7/29/2017,22:00,23:00,RS,100,3581,3581
Monthly Hourly Load Values,00:00.0,7/29/2017,23:00,0:00,RS,100,3221,3221
Monthly Hourly Load Values,00:00.0,7/30/2017,0:00,1:00,RS,100,3006,3006
Monthly Hourly Load Values,00:00.0,7/30/2017,1:00,2:00,RS,100,2855,2855
Monthly Hourly Load Values,00:00.0,7/30/2017,2:00,3:00,RS,100,2836,2836
Monthly Hourly Load Values,00:00.0,7/30/2017,3:00,4:00,RS,100,2697,2697
Monthly Hourly Load Values,00:00.0,7/30/2017,4:00,5:00,RS,100,2895,2895
Monthly Hourly Load Values,00:00.0,7/30/2017,5:00,6:00,RS,100,3168,3168
Monthly Hourly Load Values,00:00.0,7/30/2017,6:00,7:00,RS,100,3492,3492
Monthly Hourly Load Values,00:00.0,7/30/2017,7:00,8:00,RS,100,3800,3800
Monthly Hourly Load Values,00:00.0,7/30/2017,8:00,9:00,RS,100,3960,3960
Monthly Hourly Load Values,00:00.0,7/30/2017,9:00,10:00,RS,100,4061,4061
Monthly Hourly Load Values,00:00.0,7/30/2017,10:00,11:00,RS,100,4050,4050
Monthly Hourly Load Values,00:00.0,7/30/2017,11:00,12:00,RS,100,4055,4055
Monthly Hourly Load Values,00:00.0,7/30/2017,12:00,13:00,RS,100,3959,3959
Monthly Hourly Load Values,00:00.0,7/30/2017,13:00,14:00,RS,100,3869,3869
Monthly Hourly Load Values,00:00.0,7/30/2017,14:00,15:00,RS,100,3851,3851
Monthly Hourly Load Values,00:00.0,7/30/2017,15:00,16:00,RS,100,3820,3820
Monthly Hourly Load Values,00:00.0,7/30/2017,16:00,17:00,RS,100,3795,3795
Monthly Hourly Load Values,00:00.0,7/30/2017,17:00,18:00,RS,100,3859,3859
Monthly Hourly Load Values,00:00.0,7/30/2017,18:00,19:00,RS,100,4139,4139
Monthly Hourly Load Values,00:00.0,7/30/2017,19:00,20:00,RS,100,4332,4332
Monthly Hourly Load Values,00:00.0,7/30/2017,20:00,21:00,RS,100,4161,4161
Monthly Hourly Load Values,00:00.0,7/30/2017,21:00,22:00,RS,100,3895,3895
Monthly Hourly Load Values,00:00.0,7/30/2017,22:00,23:00,RS,100,3540,3540
Monthly Hourly Load Values,00:00.0,7/30/2017,23:00,0:00,RS,100,3179,3179
Monthly Hourly Load Values,00:00.0,7/31/2017,0:00,1:00,RS,100,2975,2975
Monthly Hourly Load Values,00:00.0,7/31/2017,1:00,2:00,RS,100,2847,2847
Monthly Hourly Load Values,00:00.0,7/31/2017,2:00,3:00,RS,100,2857,2857
Monthly Hourly Load Values,00:00.0,7/31/2017,3:00,4:00,RS,100,2937,2937
Monthly Hourly Load Values,00:00.0,7/31/2017,4:00,5:00,RS,100,3261,3261
Monthly Hourly Load Values,00:00.0,7/31/2017,5:00,6:00,RS,100,3753,3753
Monthly Hourly Load Values,00:00.0,7/31/2017,6:00,7:00,RS,100,4088,4088
Monthly Hourly Load Values,00:00.0,7/31/2017,7:00,8:00,RS,100,4306,4306
Monthly Hourly Load Values,00:00.0,7/31/2017,8:00,9:00,RS,100,4440,4440
Monthly Hourly Load Values,00:00.0,7/31/2017,9:00,10:00,RS,100,4618,4618
Monthly Hourly Load Values,00:00.0,7/31/2017,10:00,11:00,RS,100,4702,4702
Monthly Hourly Load Values,00:00.0,7/31/2017,11:00,12:00,RS,100,4677,4677
Monthly Hourly Load Values,00:00.0,7/31/2017,12:00,13:00,RS,100,4652,4652
Monthly Hourly Load Values,00:00.0,7/31/2017,13:00,14:00,RS,100,4572,4572
Monthly Hourly Load Values,00:00.0,7/31/2017,14:00,15:00,RS,100,4563,4563
Monthly Hourly Load Values,00:00.0,7/31/2017,15:00,16:00,RS,100,4469,4469
Monthly Hourly Load Values,00:00.0,7/31/2017,16:00,17:00,RS,100,4430,4430
Monthly Hourly Load Values,00:00.0,7/31/2017,17:00,18:00,RS,100,4443,4443
Monthly Hourly Load Values,00:00.0,7/31/2017,18:00,19:00,RS,100,4646,4646
Monthly Hourly Load Values,00:00.0,7/31/2017,19:00,20:00,RS,100,4795,4795
Monthly Hourly Load Values,00:00.0,7/31/2017,20:00,21:00,RS,100,4594,4594
Monthly Hourly Load Values,00:00.0,7/31/2017,21:00,22:00,RS,100,4232,4232
Monthly Hourly Load Values,00:00.0,7/31/2017,22:00,23:00,RS,100,3806,3806
Monthly Hourly Load Values,00:00.0,7/31/2017,23:00,0:00,RS,100,3385,3385
Monthly Hourly Load Values,00:00.0,8/1/2017,0:00,1:00,RS,100,3140,3140
Monthly Hourly Load Values,00:00.0,8/1/2017,1:00,2:00,RS,100,3019,3019
Monthly Hourly Load Values,00:00.0,8/1/2017,2:00,3:00,RS,100,3005,3005
Monthly Hourly Load Values,00:00.0,8/1/2017,3:00,4:00,RS,100,3065,3065
Monthly Hourly Load Values,00:00.0,8/1/2017,4:00,5:00,RS,100,3290,3290
Monthly Hourly Load Values,00:00.0,8/1/2017,5:00,6:00,RS,100,3817,3817
Monthly Hourly Load Values,00:00.0,8/1/2017,6:00,7:00,RS,100,4223,4223
Monthly Hourly Load Values,00:00.0,8/1/2017,7:00,8:00,RS,100,4448,4448
Monthly Hourly Load Values,00:00.0,8/1/2017,8:00,9:00,RS,100,4564,4564
Monthly Hourly Load Values,00:00.0,8/1/2017,9:00,10:00,RS,100,4745,4745
Monthly Hourly Load Values,00:00.0,8/1/2017,10:00,11:00,RS,100,4830,4830
Monthly Hourly Load Values,00:00.0,8/1/2017,11:00,12:00,RS,100,4858,4858
Monthly Hourly Load Values,00:00.0,8/1/2017,12:00,13:00,RS,100,4777,4777
Monthly Hourly Load Values,00:00.0,8/1/2017,13:00,14:00,RS,100,4741,4741
Monthly Hourly Load Values,00:00.0,8/1/2017,14:00,15:00,RS,100,4651,4651
Monthly Hourly Load Values,00:00.0,8/1/2017,15:00,16:00,RS,100,4607,4607
Monthly Hourly Load Values,00:00.0,8/1/2017,16:00,17:00,RS,100,4571,4571
Monthly Hourly Load Values,00:00.0,8/1/2017,17:00,18:00,RS,100,4560,4560
Monthly Hourly Load Values,00:00.0,8/1/2017,18:00,19:00,RS,100,4770,4770
Monthly Hourly Load Values,00:00.0,8/1/2017,19:00,20:00,RS,100,4870,4870
Monthly Hourly Load Values,00:00.0,8/1/2017,20:00,21:00,RS,100,4581,4581
Monthly Hourly Load Values,00:00.0,8/1/2017,21:00,22:00,RS,100,4243,4243
Monthly Hourly Load Values,00:00.0,8/1/2017,22:00,23:00,RS,100,3811,3811
Monthly Hourly Load Values,00:00.0,8/1/2017,23:00,0:00,RS,100,3404,3404
Monthly Hourly Load Values,00:00.0,8/2/2017,0:00,1:00,RS,100,3132,3132
Monthly Hourly Load Values,00:00.0,8/2/2017,1:00,2:00,RS,100,2996,2996
Monthly Hourly Load Values,00:00.0,8/2/2017,2:00,3:00,RS,100,2965,2965
Monthly Hourly Load Values,00:00.0,8/2/2017,3:00,4:00,RS,100,2984,2984
Monthly Hourly Load Values,00:00.0,8/2/2017,4:00,5:00,RS,100,3232,3232
Monthly Hourly Load Values,00:00.0,8/2/2017,5:00,6:00,RS,100,3754,3754
Monthly Hourly Load Values,00:00.0,8/2/2017,6:00,7:00,RS,100,4113,4113
Monthly Hourly Load Values,00:00.0,8/2/2017,7:00,8:00,RS,100,4388,4388
Monthly Hourly Load Values,00:00.0,8/2/2017,8:00,9:00,RS,100,4501,4501
Monthly Hourly Load Values,00:00.0,8/2/2017,9:00,10:00,RS,100,4646,4646
Monthly Hourly Load Values,00:00.0,8/2/2017,10:00,11:00,RS,100,4717,4717
Monthly Hourly Load Values,00:00.0,8/2/2017,11:00,12:00,RS,100,4759,4759
Monthly Hourly Load Values,00:00.0,8/2/2017,12:00,13:00,RS,100,4712,4712
Monthly Hourly Load Values,00:00.0,8/2/2017,13:00,14:00,RS,100,4590,4590
Monthly Hourly Load Values,00:00.0,8/2/2017,14:00,15:00,RS,100,4603,4603
Monthly Hourly Load Values,00:00.0,8/2/2017,15:00,16:00,RS,100,4526,4526
Monthly Hourly Load Values,00:00.0,8/2/2017,16:00,17:00,RS,100,4501,4501
Monthly Hourly Load Values,00:00.0,8/2/2017,17:00,18:00,RS,100,4447,4447
Monthly Hourly Load Values,00:00.0,8/2/2017,18:00,19:00,RS,100,4654,4654
Monthly Hourly Load Values,00:00.0,8/2/2017,19:00,20:00,RS,100,4710,4710
Monthly Hourly Load Values,00:00.0,8/2/2017,20:00,21:00,RS,100,4491,4491
Monthly Hourly Load Values,00:00.0,8/2/2017,21:00,22:00,RS,100,4157,4157
Monthly Hourly Load Values,00:00.0,8/2/2017,22:00,23:00,RS,100,3758,3758
Monthly Hourly Load Values,00:00.0,8/2/2017,23:00,0:00,RS,100,3408,3408
Monthly Hourly Load Values,00:00.0,8/3/2017,0:00,1:00,RS,100,3128,3128
Monthly Hourly Load Values,00:00.0,8/3/2017,1:00,2:00,RS,100,3028,3028
Monthly Hourly Load Values,00:00.0,8/3/2017,2:00,3:00,RS,100,2977,2977
Monthly Hourly Load Values,00:00.0,8/3/2017,3:00,4:00,RS,100,2982,2982
Monthly Hourly Load Values,00:00.0,8/3/2017,4:00,5:00,RS,100,3357,3357
Monthly Hourly Load Values,00:00.0,8/3/2017,5:00,6:00,RS,100,3784,3784
Monthly Hourly Load Values,00:00.0,8/3/2017,6:00,7:00,RS,100,4169,4169
Monthly Hourly Load Values,00:00.0,8/3/2017,7:00,8:00,RS,100,4488,4488
Monthly Hourly Load Values,00:00.0,8/3/2017,8:00,9:00,RS,100,4618,4618
Monthly Hourly Load Values,00:00.0,8/3/2017,9:00,10:00,RS,100,4788,4788
Monthly Hourly Load Values,00:00.0,8/3/2017,10:00,11:00,RS,100,4864,4864
Monthly Hourly Load Values,00:00.0,8/3/2017,11:00,12:00,RS,100,4944,4944
Monthly Hourly Load Values,00:00.0,8/3/2017,12:00,13:00,RS,100,4888,4888
Monthly Hourly Load Values,00:00.0,8/3/2017,13:00,14:00,RS,100,4799,4799
Monthly Hourly Load Values,00:00.0,8/3/2017,14:00,15:00,RS,100,4768,4768
Monthly Hourly Load Values,00:00.0,8/3/2017,15:00,16:00,RS,100,4709,4709
Monthly Hourly Load Values,00:00.0,8/3/2017,16:00,17:00,RS,100,4656,4656
Monthly Hourly Load Values,00:00.0,8/3/2017,17:00,18:00,RS,100,4660,4660
Monthly Hourly Load Values,00:00.0,8/3/2017,18:00,19:00,RS,100,4862,4862
Monthly Hourly Load Values,00:00.0,8/3/2017,19:00,20:00,RS,100,4932,4932
Monthly Hourly Load Values,00:00.0,8/3/2017,20:00,21:00,RS,100,4655,4655
Monthly Hourly Load Values,00:00.0,8/3/2017,21:00,22:00,RS,100,4332,4332
Monthly Hourly Load Values,00:00.0,8/3/2017,22:00,23:00,RS,100,3913,3913
Monthly Hourly Load Values,00:00.0,8/3/2017,23:00,0:00,RS,100,3578,3578
Monthly Hourly Load Values,00:00.0,8/4/2017,0:00,1:00,RS,100,3187,3187
Monthly Hourly Load Values,00:00.0,8/4/2017,1:00,2:00,RS,100,3117,3117
Monthly Hourly Load Values,00:00.0,8/4/2017,2:00,3:00,RS,100,3072,3072
Monthly Hourly Load Values,00:00.0,8/4/2017,3:00,4:00,RS,100,3095,3095
Monthly Hourly Load Values,00:00.0,8/4/2017,4:00,5:00,RS,100,3390,3390
Monthly Hourly Load Values,00:00.0,8/4/2017,5:00,6:00,RS,100,3868,3868
Monthly Hourly Load Values,00:00.0,8/4/2017,6:00,7:00,RS,100,4308,4308
Monthly Hourly Load Values,00:00.0,8/4/2017,7:00,8:00,RS,100,4562,4562
Monthly Hourly Load Values,00:00.0,8/4/2017,8:00,9:00,RS,100,4791,4791
Monthly Hourly Load Values,00:00.0,8/4/2017,9:00,10:00,RS,100,4979,4979
Monthly Hourly Load Values,00:00.0,8/4/2017,10:00,11:00,RS,100,4986,4986
Monthly Hourly Load Values,00:00.0,8/4/2017,11:00,12:00,RS,100,5030,5030
Monthly Hourly Load Values,00:00.0,8/4/2017,12:00,13:00,RS,100,4889,4889
Monthly Hourly Load Values,00:00.0,8/4/2017,13:00,14:00,RS,100,4845,4845
Monthly Hourly Load Values,00:00.0,8/4/2017,14:00,15:00,RS,100,4794,4794
Monthly Hourly Load Values,00:00.0,8/4/2017,15:00,16:00,RS,100,4719,4719
Monthly Hourly Load Values,00:00.0,8/4/2017,16:00,17:00,RS,100,4663,4663
Monthly Hourly Load Values,00:00.0,8/4/2017,17:00,18:00,RS,100,4620,4620
Monthly Hourly Load Values,00:00.0,8/4/2017,18:00,19:00,RS,100,4904,4904
Monthly Hourly Load Values,00:00.0,8/4/2017,19:00,20:00,RS,100,4888,4888
Monthly Hourly Load Values,00:00.0,8/4/2017,20:00,21:00,RS,100,4656,4656
Monthly Hourly Load Values,00:00.0,8/4/2017,21:00,22:00,RS,100,4335,4335
Monthly Hourly Load Values,00:00.0,8/4/2017,22:00,23:00,RS,100,3940,3940
Monthly Hourly Load Values,00:00.0,8/4/2017,23:00,0:00,RS,100,3588,3588
Monthly Hourly Load Values,00:00.0,8/5/2017,0:00,1:00,RS,100,3305,3305
Monthly Hourly Load Values,00:00.0,8/5/2017,1:00,2:00,RS,100,3177,3177
Monthly Hourly Load Values,00:00.0,8/5/2017,2:00,3:00,RS,100,3119,3119
Monthly Hourly Load Values,00:00.0,8/5/2017,3:00,4:00,RS,100,3091,3091
Monthly Hourly Load Values,00:00.0,8/5/2017,4:00,5:00,RS,100,3243,3243
Monthly Hourly Load Values,00:00.0,8/5/2017,5:00,6:00,RS,100,3661,3661
Monthly Hourly Load Values,00:00.0,8/5/2017,6:00,7:00,RS,100,4076,4076
Monthly Hourly Load Values,00:00.0,8/5/2017,7:00,8:00,RS,100,4410,4410
Monthly Hourly Load Values,00:00.0,8/5/2017,8:00,9:00,RS,100,4669,4669
Monthly Hourly Load Values,00:00.0,8/5/2017,9:00,10:00,RS,100,4786,4786
Monthly Hourly Load Values,00:00.0,8/5/2017,10:00,11:00,RS,100,4852,4852
Monthly Hourly Load Values,00:00.0,8/5/2017,11:00,12:00,RS,100,4855,4855
Monthly Hourly Load Values,00:00.0,8/5/2017,12:00,13:00,RS,100,4812,4812
